TimeStamp (sec), activityIdx, lapIdx, pointIdx, ElapsedTime (sec), Horizontal (meters), Stroke500mPace (sec/500m), Cadence (stokes/min), HRCur (bpm), Power (watts), Calories (kCal), Speed (m/sec), StrokeCount, StrokeDistance (meters), DriveLength (meters), DriveTime (ms), StrokeRecoveryTime (ms), WorkPerStroke (joules), AverageDriveForce (lbs), PeakDriveForce (lbs), DragFactor
1463752138.10169, 0, 3, 15, 453.92, 1681.4, 136.14, 21, 151, 140, 99, 3.686, 161, 10.55, 1.36, 760, 1950, 0, 74.8, 130.3, 105
1463752141.01194, 0, 3, 16, 456.82, 1692.1, 136.14, 21, 151, 140, 99, 3.686, 162, 10.76, 1.39, 780, 1930, 0, 74.5, 134.6, 105
1463752143.80118, 0, 3, 17, 459.62, 1702.5, 135.8, 21, 150, 141, 100, 3.695, 163, 10.63, 1.36, 760, 1930, 0, 77.1, 138.6, 105
1463752146.80193, 0, 3, 18, 462.61, 1713.7, 134.96, 21, 150, 144, 101, 3.718, 164, 10.77, 1.36, 750, 1940, 0, 79.6, 143.1, 105
1463752149.71179, 0, 3, 19, 465.52, 1724.4, 134.43, 21, 150, 146, 101, 3.733, 165, 10.7, 1.33, 740, 1980, 0, 75.8, 129, 105
1463752152.65193, 0, 3, 20, 468.42, 1735.1, 135.86, 20, 150, 141, 102, 3.693, 166, 10.85, 1.36, 760, 1950, 0, 76.1, 136, 105
1463752155.50129, 0, 3, 21, 471.27, 1745.6, 136.11, 21, 150, 140, 102, 3.687, 167, 10.71, 1.36, 760, 1890, 0, 74, 130.6, 105
1463752158.35183, 0, 3, 22, 474.16, 1756.3, 135.87, 21, 150, 141, 103, 3.693, 168, 10.42, 1.33, 740, 1960, 0, 77.9, 133.4, 105
1463752161.02127, 0, 3, 23, 476.83, 1766.2, 135.73, 20, 151, 142, 104, 3.697, 169, 10.84, 1.39, 780, 1960, 0, 69.4, 127.1, 105
1463752164.02192, 0, 3, 24, 479.83, 1777.1, 136.94, 22, 150, 138, 104, 3.664, 170, 10.2, 1.36, 760, 1900, 0, 71.9, 123.9, 105
1463752166.843, 0, 3, 25, 482.66, 1787.5, 136.94, 21, 150, 138, 105, 3.664, 171, 10.49, 1.36, 760, 1850, 0, 74.2, 132.3, 105
1463752169.57112, 0, 3, 26, 485.39, 1797.7, 136.26, 22, 150, 140, 106, 3.682, 172, 10.27, 1.33, 740, 1850, 0, 75.7, 138.2, 105
1463752172.54499, 0, 3, 27, 488.35, 1808.4, 136.14, 21, 150, 140, 106, 3.686, 173, 10.56, 1.33, 750, 1910, 0, 71.6, 120.1, 105
1463752175.24109, 0, 3, 28, 491.01, 1818.4, 136.72, 21, 149, 138, 107, 3.67, 174, 10.49, 1.36, 750, 1910, 0, 80.1, 139.4, 105
1463752178.03105, 0, 3, 29, 493.82, 1828.9, 134.42, 22, 149, 146, 107, 3.733, 175, 10.41, 1.36, 760, 1840, 0, 71.9, 131.8, 105
1463752181.00185, 0, 3, 30, 496.83, 1839.9, 135.64, 21, 149, 142, 108, 3.699, 176, 10.41, 1.36, 760, 1930, 0, 73.3, 126.6, 105
1463752183.85218, 0, 3, 31, 499.66, 1850.5, 135.73, 21, 148, 142, 109, 3.697, 177, 10.63, 1.36, 750, 1890, 0, 78.2, 134.8, 105
1463752186.73497, 0, 3, 32, 502.54, 1861.2, 134.65, 21, 148, 145, 109, 3.726, 178, 10.61, 1.39, 770, 1910, 0, 74.3, 129.2, 105
1463752189.67108, 0, 3, 33, 505.47, 1871.9, 135.4, 21, 147, 143, 110, 3.706, 179, 10.55, 1.33, 740, 1990, 0, 74.4, 131.4, 105
1463752192.64184, 0, 3, 34, 508.38, 1882.6, 136.69, 20, 147, 139, 111, 3.671, 180, 10.78, 1.33, 750, 1960, 0, 75.2, 127.8, 105
1463752195.46186, 0, 3, 35, 511.26, 1893.3, 136.35, 20, 148, 140, 111, 3.68, 181, 10.85, 1.42, 790, 1900, 0, 75.4, 132.7, 105
1463752198.37183, 0, 3, 36, 514.19, 1904.3, 134.81, 21, 149, 144, 112, 3.722, 182, 10.63, 1.39, 770, 1980, 0, 80.7, 143.4, 105
1463752201.40172, 0, 3, 37, 517.21, 1915.4, 133.66, 20, 149, 148, 112, 3.754, 183, 11.05, 1.39, 770, 2040, 0, 72.4, 131.9, 105
1463752204.37107, 0, 3, 38, 520.14, 1926.2, 136.41, 20, 150, 139, 113, 3.678, 184, 11.04, 1.36, 760, 1970, 0, 75.6, 130.5, 105
1463752207.34107, 0, 3, 39, 523.11, 1937.3, 136.1, 20, 151, 140, 114, 3.687, 185, 10.83, 1.39, 770, 1980, 0, 78.8, 147.6, 105
1463752210.13125, 0, 3, 40, 525.94, 1947.8, 134.89, 20, 152, 144, 114, 3.72, 186, 10.97, 1.39, 770, 1980, 0, 75.5, 137.1, 105
1463752213.19204, 0, 3, 41, 529.01, 1959.1, 135.58, 20, 152, 142, 115, 3.701, 187, 10.9, 1.36, 760, 1990, 0, 74.8, 129.6, 105
1463752216.10104, 0, 3, 42, 531.9, 1969.8, 136.18, 20, 153, 140, 116, 3.685, 188, 10.83, 1.36, 760, 1950, 0, 78.2, 128, 105
1463752219.01186, 0, 3, 43, 534.82, 1980.6, 135.35, 21, 153, 143, 116, 3.707, 189, 10.76, 1.36, 760, 1970, 0, 76.5, 126.2, 105
1463752221.92185, 0, 3, 44, 537.72, 1991.4, 135.36, 21, 153, 143, 117, 3.707, 190, 10.82, 1.36, 750, 1950, 0, 80.1, 142.2, 105
1463752224.20475, 0, 3, 45, 539.94, 2000, 134.09, 21, 154, 147, 118, 3.742, 191, 10.82, 1.36, 750, 1950, 0, 80.1, 133.9, 105
